ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,ndcg_cut_50,ndcg_cut_100,map_cut_5,map_cut_10,map_cut_20,map_cut_50,map_cut_100,claim,topic_id
0.36005461457723403,0.5184650094568697,0.36968624888944984,0.3411808408303886,0.3878953601676513,0.0029239766081871343,0.009638680033416875,0.012444277021839348,0.02568874008939452,0.06033969212335808,The antiviral drug remdesivir has been one of the few treatments that's seemed to help curb death rates in COVID-19,30
0.38356636737133565,0.4642913062995817,0.4757837336729258,0.463273389591947,0.48875007088907363,0.006306306306306305,0.014800514800514801,0.02859313094607212,0.06524062943659167,0.14233321543810637,the lack of Vitamin D make you more susceptible to the Covid-19 coronavirus,42
0.830419897363192,0.8263333286520083,0.758688554413254,0.6168461075699289,0.6225194053593168,0.019189189189189187,0.037861432861432856,0.0660323973481868,0.11815368370582044,0.22530880918057655,Vitamin D may improve odds of survival from COVID-19.,42
0.639945385422766,0.6267310462031457,0.5632831511141364,0.6074382287160344,0.5611750489330783,0.012252252252252252,0.022477477477477477,0.03779469514763632,0.10668549166652277,0.1842413214757853,VITAMIN D LEVELS MAY IMPACT COVID-19 MORTALITY RATES,42
0.7883291114011227,0.7963858533552497,0.7132509993898705,0.5564191117626315,0.5078471676425318,0.011728395061728394,0.02211566725455614,0.03654367608400976,0.05638934632814532,0.09331049799838553,Ideal weather conditions may have helped coronavirus thrive,2
0.7860137352654724,0.7917063341896681,0.6134514297372686,0.5302501276147696,0.6023025384727081,0.017387387387387387,0.03505362505362505,0.04461375198217304,0.07968813622766524,0.19574506616739012,There is no evidence taking vitamin D supplements will protect people from Covid-19.,42
0.8687949224876582,0.7335224288756346,0.5472860730331622,0.5702550473056401,0.5561188679571256,0.021621621621621623,0.033320463320463324,0.04016731016731017,0.09363010304050974,0.1708321825348095,VITAMIN D LEVELS increase COVID-19 MORTALITY RATES,42
0.5433994577073111,0.4578033823233124,0.332758105332434,0.296036773050329,0.32637991602366034,0.020192307692307693,0.030494505494505497,0.034932375316990706,0.06391085190284823,0.10529393535890315,all hand sanitizers works against covid-19 ,19
0.08479005131840403,0.05502294157452004,0.05288509625784861,0.05035945464558402,0.04631440214919557,0.0005537098560354374,0.0005537098560354374,0.0007613510520487264,0.001226645947201086,0.0016823708728302524,A central player in the fight against the novel coronavirus is our immune system.,3
0.0,0.0,0.050240056917011285,0.0484828962412783,0.06439691875714858,0.0,0.0,0.0003466180948238364,0.0006704279369717612,0.0019335374737521416,"Heart damage lingers in COVID-19 patients, even after recovery",22
0.30078518014914984,0.3282410109263901,0.4076802054878861,0.432154558128592,0.4406254882747586,0.0015151515151515154,0.0031163911845730028,0.009004373725448106,0.029098558114236766,0.06036373998768396,social distancing is the most effective measure of containing the spread of the new coronavirus.,10
0.0,0.039199134489337664,0.02529784148730853,0.021250475559755316,0.031796743364212725,0.0,0.00028153153153153153,0.00028153153153153153,0.00037537537537537537,0.0006313659019844587,Drugs for high blood pressure appear to make COVID-19 worse,20
0.5087403079104241,0.3963918729015093,0.42695090383435,0.32490447521393895,0.27702500542295744,0.004668534080298786,0.005602240896358543,0.010477338510223491,0.016310640937107084,0.02456229634723352,diabetes more than doubles your risk of dying from coronavirus.,24
0.32740432887656534,0.38734758678883946,0.3954601242853888,0.3677959622698076,0.35849553331622597,0.004785478547854785,0.008663366336633664,0.016186703690611978,0.030108363808236106,0.057500524803198,number of deaths by covid-19 can be reduced if the population wear face masks in public,18
0.6548086577531307,0.5364513945225409,0.5955370763190417,0.4716413301824041,0.45282809195743773,0.007066276803118908,0.010640025990903183,0.022551883174269247,0.04280934081622652,0.07782886675502482,remdesivir is highly effective at fighting the novel coronavirus in isolated cells,30
0.3391602052736161,0.3989090463411669,0.40394367310054025,0.37752569908778566,0.3548854139566398,0.0024630541871921183,0.0054343576511064196,0.00999923158717711,0.022373444156416858,0.039556507750461205,Masks prevent the spread of COVID-19,44
0.639945385422766,0.7000949683025056,0.6116660902538725,0.581238857679439,0.5611165596582653,0.0069958847736625515,0.01573339212228101,0.0258343175826836,0.056083254571389095,0.1076124630282511,warmer weather slow coronavirus,2
0.21398626473452756,0.2051166673279436,0.16471389086669488,0.19520827975558222,0.18882947860284394,0.0008445945945945946,0.00121996996996997,0.0014733483483483484,0.0037493313028933214,0.006682629267972392,"The use of ACE inhibitors was associated with an almost 40% lower risk of COVID-19 hospitalization for the older, Medicare Advantage patients - but there was no significant difference in risk for the younger, commercially insured patients.",20
0.34519134224686937,0.36602461869280256,0.3443987551754707,0.39574966461984934,0.4588421451532777,0.004864864864864865,0.00972972972972973,0.0164006864006864,0.04842713217956684,0.12478796365387113,no clinical evidence on vitamin D in COVID-19,42
0.23518264139297895,0.2596592991547714,0.21856729973002392,0.1811258562551563,0.14224254456071628,0.0014755197853789405,0.0046054102392130555,0.006238284407298492,0.010100478198540255,0.012682575841033831,"only 6% of deaths have COVID-19 as the only cause mentioned, revealing that 94% of patients who died from coronavirus also had other health conditions and contributing causes.",4
0.08479005131840403,0.0868333356739959,0.1311704765660888,0.10336058818834054,0.0873495162089623,0.00041305245766212306,0.000660883932259397,0.00132927790920356,0.0018069333990369755,0.0022611414457777523,"COVID-19 disease, caused by infection with SARS-CoV-2, is related to a series of physiopathological mechanisms that mobilize a wide variety of biomolecules, mainly immunological in nature. ",39
0.17259567112343469,0.32027606138960385,0.4330522590507376,0.4864512559536692,0.5246436172663094,0.0022167487684729066,0.005774493705528187,0.017159255359185967,0.048122301337079204,0.10135763882128367,wearing a face mask do not stopped person-to-person spread of the virus.,44
0.0,0.0,0.05194249519220283,0.10395666231463391,0.09460678838749376,0.0,0.0,0.00027685962087182527,0.0018304404818338795,0.0030448039976242016,coronavirus may originated in a lab,1
0.0,0.033127111727194514,0.10840751191672944,0.09546883096073125,0.112108850631211,0.0,0.00027917364600781687,0.0016971949264993434,0.002919158402415509,0.005807456668281352,Children are not COVID-19 super spreaders,47
0.0,0.0,0.0,0.014117822463755503,0.016462182094134935,0.0,0.0,0.0,7.014590347923682e-05,0.00015832932499599167,We know that COVID-19 is a coronavirus and there are other types of human coronaviruses that circulate. ,2
0.21398626473452756,0.2906246349515899,0.2946388673580878,0.2508772367572248,0.2543683337131144,0.002702702702702703,0.006821106821106821,0.012175032175032175,0.020764981008883448,0.038509397875004105,Can Vitamin C Protect You from COVID-19?,42
0.21599512883074581,0.42761369568534274,0.42158876543725043,0.40781628904894485,0.3983793973537568,0.003963963963963964,0.016737451737451736,0.029666349534770587,0.05797870565605392,0.106444345835065,Vitamin Deficiency May Raise Risk of Serious COVID-19,42
0.5296347172140421,0.4568105713392093,0.4226096408171529,0.4616262550747988,0.550523012633234,0.0067733990147783255,0.009954844006568143,0.016802570035328653,0.038792901503402415,0.09750760258636028,"do surgical masks actually prevent the spread of COVID-19? No, absolutely not.",44
0.5433994577073111,0.6053610916252896,0.5439225852341361,0.45405374460763415,0.40572318525958784,0.00636963696369637,0.01320996385352821,0.019707059264426768,0.0362174012599092,0.058286538752917554,not all masks confer equal levels of protection,18
0.8687949224876582,0.7702043899253147,0.6757837417438175,0.6194818573316948,0.5723612599346896,0.021621621621621623,0.033320463320463324,0.05128201338727655,0.10685898333107312,0.18417078642661233,Several recent studies have looked at the impact of vitamin D on COVID-19.,42
0.0,0.07336392209936005,0.04734667987788577,0.09401542454566436,0.07699758595335313,0.0,0.00018698578908002991,0.00018698578908002991,0.0011516613626253293,0.0018022453901727078,One reason Covid-19 has spread so rapidly is that people infected with the SARS-CoV-2 coronavirus can show no symptoms of disease and yet are still contagious - they don't look or feel sick but still transmit the virus without realizing.,27
0.34519134224686937,0.5750739861833288,0.4407069557958213,0.5156154944335574,0.5810476213513754,0.004864864864864865,0.02142213642213642,0.027166704519645694,0.07908262012540432,0.19299249899973941,Low Vitamin D Levels Tied to Odds for Severe COVID,42
0.14606834984270645,0.1731866333482261,0.1446339689202259,0.1232663138783915,0.12964265674397554,0.0013513513513513514,0.0031531531531531526,0.004006638217164533,0.006155290793018504,0.011136353580058518,studies have shown that a deficiency of the nutrient (vitamin D) is linked to higher risk of severe COVID-19.,42
0.3391602052736161,0.3679212572135327,0.23744436620994608,0.21840016064660597,0.2025288359592412,0.0028011204481792717,0.004785247432306255,0.004785247432306255,0.007633157737317048,0.01261638609513736,"If you do get COVID-19, the infection could put you at greater risk for diabetes complications like diabetic ketoacidosis (DKA). DKA happens when high levels of acids called ketones build up in your blood. It can be very serious.",24
0.0,0.0,0.0,0.007387011997821278,0.027051396031353803,0.0,0.0,0.0,5.438033607047692e-05,0.0002703638513381884,"COVID-19 Primary, Not Only, Cause of 94% of Deaths",4
0.3156484524795145,0.3868285260440658,0.428463041868414,0.3863415630075134,0.44058931438749127,0.0025720164609053494,0.007807907113462668,0.016019668413674262,0.031907414344815456,0.07070325239444634,wet weather can kill the new coronavirus,2
0.41822551716822265,0.4083844539982627,0.37631387014918716,0.3169809041979635,0.2563928346951794,0.004481792717086835,0.007482993197278912,0.01204542423029818,0.01949201673893725,0.025547410925335873,"Coronavirus deaths in people with diabetes Data from NHS England in May showed us that, for those who become so unwell with coronavirus that they need to go to hospital, the risk of dying is higher for people living with diabetes than people without the condition.",24
0.13120507751234178,0.19770617423031872,0.2514202438817295,0.2588549660587869,0.2803672147464327,0.00032310177705977385,0.001553965689668436,0.004601412815000094,0.011035443879483502,0.022155594225089698,Duo of antiviral drugs strongly inhibits SARS-CoV-2 in the lab,5
0.0,0.14465249243306436,0.23641981438119147,0.2621736598600734,0.2460881935333189,0.0,0.0012077294685990338,0.004844193935808843,0.01544700746411525,0.027236735463208313,individuals with hypertension get more serious cases of COVID-19,23
0.0,0.06943122193677727,0.07767361416924873,0.07762194305703654,0.10449595987669376,0.0,0.00020193861066235866,0.0003719921775359238,0.0008113898335352146,0.002295025439124499,"Our study shows that camostat mesylate blocks infection of cells with SARS-CoV-2-like particles and with authentic, patient-derived SARS-CoV-2. ",5
0.4703652827859579,0.5437402520191569,0.3843761761083239,0.29233432774140566,0.3065968821952003,0.002892561983471074,0.007346189164370983,0.009066886142596809,0.014952163984125817,0.029932175899578476,Mask wearing and social distancing for COVID-19 may be slowing influenza spread,10
0.16958010263680806,0.1884441521277154,0.21011494949681098,0.12957504967337702,0.14411092048986884,0.0010288065843621398,0.0020576131687242796,0.004450247968766486,0.004964651260947557,0.009153443709038913,"The pandemic coronavirus will wane with warmer weather, like some other respiratory",2
0.21599512883074581,0.14016605921614103,0.10863674197466962,0.27829844836352435,0.2592020857630699,0.002054154995331466,0.002054154995331466,0.0026543950913698816,0.015084431883312995,0.02809173785985832,"Some people with diabetes, a disease that affects the body's ability to produce or use the hormone insulin to reduce glucose (sugar) in the blood, may be concerned about being at higher risk of getting COVID-19. However, this is a misconception.",24
0.5922216874835864,0.7353797772725617,0.8292227485095137,0.6562979967130835,0.6276686060463196,0.014864864864864866,0.03491205491205491,0.08173614785069895,0.1363676074644231,0.24454394123583176,Vitamin D appears increase COVID-19 mortality rates ,42
0.21398626473452756,0.13886244387355454,0.08961728720334347,0.08627811467778844,0.06933413107667558,0.0031645569620253164,0.0031645569620253164,0.0031645569620253164,0.00470384773091015,0.0052689471884146705,Dexamethasone cures covid-19,46
0.21398626473452756,0.21222636597291458,0.16982893764880622,0.16788732347334065,0.18174004596969887,0.0014925373134328358,0.002345415778251599,0.0028167433509145995,0.00600141044170683,0.013941535449976792,SARS-CoV-2 is more stable on plastic and stainless steel than on copper and cardboard,16
0.36005461457723403,0.3030820301798826,0.34339873077749794,0.31425945167559965,0.2940975978197012,0.002012072434607646,0.002766599597585513,0.005981415186646574,0.01269019669247121,0.023161305345917184,"people who died of COVID-19, acute respiratory failure was the leading cause of death",4
0.0,0.10124161603625312,0.19273482823008123,0.22809762063205857,0.275155985905877,0.0,0.0006714876033057851,0.0031670879355614407,0.012405812636750271,0.031041630140480975,social distancing can not help you to avoid catching a virus,10
0.0,0.11152538070586984,0.11035947739751575,0.12864517692425886,0.1301075160770266,0.0,0.0008034894398530762,0.001320018365472911,0.0031037556088266026,0.006058266843586832,Coronavirus does not cause heart Damage,22
0.7860137352654724,0.6868037996043077,0.7623633886944889,0.7608396197919772,0.7573618806214928,0.005433558558558559,0.009290540540540541,0.020969890416484845,0.052878707965042966,0.10301714069662504,ACE inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19,20
0.7883291114011227,0.6861771902770986,0.6518118385319083,0.6770908816497245,0.6630232945136929,0.00935960591133005,0.014690358902181563,0.026366499296447136,0.0691427884044602,0.14167966725438907,even wearing non-medical grade masks or face coverings would have a profound effect in limiting coronavirus transmission,44
0.21599512883074581,0.21856432819481636,0.17449177233973073,0.2264868779344705,0.2843309732107447,0.0014521452145214522,0.0024422442244224425,0.0028822882288228827,0.009075257348359456,0.026667241366719795,The science is clear: Face masks can prevent coronavirus transmission and save lives.,18
0.0,0.0,0.0,0.02335009465323875,0.04458369565470651,0.0,0.0,0.0,0.00016590250965250965,0.0006735435747869994,"We know that patients with cardiovascular diseases are at particular risk of severe COVID-19 infection,",20
